summary,motive,region,gname,country
"07/12/1978: A bomb, planted by the Armed Forces for National Liberation (FALN), exploded at Macy's Department store at Herald Square in Manhattan, New York, United States.  There were no casualties from the incident, and the explosion  caused minor damage. This incident is linked to the bombing at Korvettes department store in Manhattan on the same day (197807120007).",Unknown,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
"07/12/1978: A bomb, planted by the Armed Forces for National Liberation (FALN), exploded at Korvettes Department store at Herald Square in Manhattan, New York, United States.  There were no casualties from the incident, and the explosion  caused minor damage.  This bombing is linked to the explosion at Macy's Department store in Manhattan on the same day (197807120006).",Unknown,1,Fuerzas Armadas de Liberacion Nacional (FALN),217
,,8,Prima Linea,98
,,8,Prima Linea,98
,,8,Red Brigades,98
,,8,Red Brigades,98
,,8,AFB,15
,,8,Irish Republican Army (IRA),603
,,4,Revolutionary Workers' Council (Kakurokyo),101
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Basque Fatherland and Freedom (ETA),185
,,2,Sandinista National Liberation Front (FSLN),145
,,8,Corsican National Liberation Front (FLNC),69
,,8,Corsican National Liberation Front (FLNC),69
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,1,23rd of September Communist League,130
,,1,23rd of September Communist League,130
,,1,23rd of September Communist League,130
,,1,Revolutionary Commandos of the People (CRP),217
,,8,Irish Republican Extremists,603
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Armed Communist Formations,98
,,8,Armed Proletarian Squads,98
,,8,Unknown,603
,,3,Montoneros (Argentina),11
"7/29/1978: Joseph Paul Franklin shot William Bryant Tatum, an African American, and his White girlfriend Nancy Hilton in the parking lot of a Pizza Hut in Chattanooga, Tennessee in the United States.  Tatum died from his injuries while Hilton survived.","Joseph Paul Franklin, a former member of the Ku Klux Klan and the American Nazi Party, believed that he was upholding the honor of the White race by attacking interracial couples, Jews, and Blacks.  He hoped that other Whites would follow the examples of his racist attacks.  He aspired to incite a race war.",1,White extremists,217
,,4,Unknown,101
,,8,Unknown,603
,,8,Palestinians,69
,,2,People's Liberation Forces (FPL),61
,,3,Montoneros (Argentina),11
,,1,Revolutionary Commandos of the People (CRP),217
,,3,Montoneros (Argentina),11
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,2,Sandinista National Liberation Front (FSLN),145
,,6,Palestinians,153
,,8,Irish Republican Army (IRA),603
,,3,Unknown,45
,,8,Abu Nidal Organization (ANO),69
,,10,Palestinians,97
,,4,Anti-Imperialist Students Council,101
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,1,23rd of September Communist League,130
,,6,Abu Nidal Organization (ANO),153
,,1,23rd of September Communist League,130
,,1,23rd of September Communist League,130
,,3,Unknown,45
,,3,Brigadas Rojas,45
,,3,Unknown,45
,,3,Unknown,45
,,3,Unknown,45
,,4,Revolutionary Workers' Council (Kakurokyo),101
,,8,Unknown,98
,,10,Unknown,209
,,8,Corsican National Liberation Front (FLNC),69
,,8,Irish Republican Army (IRA),603
,,10,Unknown,94
,,3,Montoneros (Argentina),11
,,10,Ahmad Jibril,110
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,5,Moro National Liberation Front (MNLF),160
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,1,Unknown,217
,,1,Unknown,217
,,8,Unknown,78
,,10,Palestinians,97
,,2,People's Liberation Forces (FPL),61
,,3,M-19 (Movement of April 19),45
,,3,M-19 (Movement of April 19),45
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Unknown,45
,,1,Croatian Nationalists,217
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
,,3,Popular Liberation Army (EPL),45
"8/18/1978: The Jewish Defense League claimed responsibility for ignited a fire in the Democratic Party headquarters in Los Angeles, California, United States.  There were no casualties but the office sustained an estimated $17,000 in damages.",,1,Jewish Defense League (JDL),217
,,3,Unknown,45
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,2,Armed Forces of National Resistance (FARN),61
,,10,Mujahedin-e Khalq (MEK),94
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,8,Popular Front for the Liberation of Palestine (PFLP),603
,,3,M-19 (Movement of April 19),45
,,8,Protestant extremists,603
,,11,African National Congress (South Africa),183
,,10,Palestinians,97
,,2,Sandinista National Liberation Front (FSLN),145
,,5,Moro National Liberation Front (MNLF),160
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,3,Shining Path (SL),159
,,8,Irish Republican Army (IRA),362
,,8,Irish Republican Army (IRA),362
,,3,Unknown,45
"8/24/1978: Julio Rodriguez Rivera, a Puerto Rican police officer was shot and killed by members of the Macheteros as he was patrolling a beach in Naguabo, Puerto Rico.  According to a communiqué released by the Macheteros, the group was only trying to steal the weapon, badge, and car of Rivera and did not open fire until after he resisted.  It is suspected that this incident was in retaliation for the killing of two Puerto Rican Independinistas at Cerro Maravilla by Puerto Rican police one month earlier.","To retaliate for the Cerro Maravilla incident where Carlos Soto Arrivi and Arnaldo Dario Rosado, two Puerto Rican independenistas, were killed by the police.",1,Macheteros,217
,,8,Corsican National Liberation Front (FLNC),69
,,8,Irish Republican Army (IRA),603
,,8,Basque Fatherland and Freedom (ETA),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,3,Montoneros (Argentina),11
,,8,Basque Fatherland and Freedom (ETA),185
,,10,Palestinians,97
,,10,Palestinians,155
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Unknown,185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,8,Unknown,185
,,8,First of October Antifascist Resistance Group (GRAPO),185
,,1,23rd of September Communist League,130
,,10,Palestinians,97
,,3,Unknown,45
,,3,Revolutionary Workers Party of Bolivia (PRTB),26
,,5,Khmer Rouge,205
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,5,Unknown,205
,,3,Montoneros (Argentina),11
,,3,Unknown,59
,,11,South-West Africa People's Organization (SWAPO),139
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,4,Unknown,101
,,3,Peruvian Anti-Communist Alliance (AAP),159
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,4,Chukakuha (Middle Core Faction),101
,,4,Chukakuha (Middle Core Faction),101
,,11,Zimbabwe African People's Union,403
"9/4/1978: Suspected members of the People's Revolutionary Commandos (CRP), armed with guns, broke into the United Press International office in San Juan, Puerto Rico.  They tied up Jaime Miranda, a teletype operator at UPI, and sprayed graffiti on the wall calling for the release of Nydia Cuevas and Pablo Marcano.  Marcano and Cuevas were imprisoned for kidnapping the Chilean Consul to Puerto Rico.  When the three perpetrators left the office, Miranda was able to easily escape.",To free Nydia Cuevas and Pablo Marcano,1,Revolutionary Commandos of the People (CRP),217
,,8,Irish Republican Army (IRA),603
,,10,Palestinians,97
,,10,Palestinians,97
,,8,Unknown,98
,,3,Revolutionary Armed Forces of Colombia (FARC),45
,,8,National Organization of Cypriot Fighters (EOKA),53
,,10,Mujahedin-e Khalq (MEK),94
,,5,Moro National Liberation Front (MNLF),160
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,3,Unknown,59
,,11,Zimbabwe Guerrillas,403
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,10,Unknown,110
,,8,Ulster Volunteer Force (UVF),603
,,3,Unknown,43
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,5,New People's Army (NPA),160
,,3,Unknown,159
,,3,Unknown,26
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,5,Moro National Liberation Front (MNLF),160
,,2,Mano Blanca,83
,,5,Moro National Liberation Front (MNLF),160
,,8,Irish Republican Army (IRA),603
,,3,M-19 (Movement of April 19),45
,,10,Palestinians,155
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,3,Unknown,30
,,3,Unknown,30
,,2,Sandinista National Liberation Front (FSLN),145
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Basque Fatherland and Freedom (ETA),185
,,3,National Liberation Army of Colombia (ELN),45
,,11,Zimbabwe African People's Union,403
,,2,People's Liberation Forces (FPL),61
,,2,Unknown,145
,,10,Palestinians,97
,,10,Palestinians,97
,,10,Palestinians,97
,,4,Unknown,101
,,8,Basque Fatherland and Freedom (ETA),185
,,2,People's Liberation Forces (FPL),61
,,10,Mujahedin-e Khalq (MEK),94
,,5,Moro National Liberation Front (MNLF),160
,,2,Mano Blanca,83
,,8,Unknown,69
,,2,People's Liberation Forces (FPL),61
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,2,People's Revolutionary Army (ERP) (El Salvador),61
,,2,Unknown,145
,,2,Armed Forces of National Resistance (FARN),61
,,5,New People's Army (NPA),160
,,5,Moro National Liberation Front (MNLF),160
,,2,Armed Forces of National Resistance (FARN),61
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,2,Armed Forces of National Resistance (FARN),61
,,10,Palestinians,97
,,8,Irish Republican Army (IRA),603
,,3,Argentine Anticommunist Alliance (AAA),11
,,3,Argentine Anticommunist Alliance (AAA),11
,,5,New People's Army (NPA),160
,,1,23rd of September Communist League,130
,,1,Independent Peasants Union,130
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Unknown,69
,,8,Corsican National Liberation Front (FLNC),69
,,8,Red Brigades,98
,,8,Unknown,362
,,2,Unknown,61
,,8,Basque Fatherland and Freedom (ETA),185
,,5,New People's Army (NPA),160
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,11,Zimbabwe People's Army (ZIPA),403
,,8,Unknown,98
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Red Brigades,98
,,8,Italian Social Movement (MSI),98
,,3,Unknown,45
,,3,Broad Commando of National Liberation,45
,,2,Guatemalan Labor Party (PGT),83
,,8,Irish Republican Army (IRA),603
"09/28/1978: Anthony Cikoja, a Yugoslavian immigrant, was shot and killed by three bullets from a car waiting outside his home on Sprain Valley Road, in Greenburgh, New York, a suburb of New York City near Scarsdale in the United States.  Cikoja was on his way to his own car, when he collapsed on the front stoop.  Croatian nationalists are suspected to be responsible for the incident because Cikoja had received a threat letter , three months prior to his murder, from a group calling itself the ""Croatian Nationalist Army"", demanding that he pay $5,000 by August towards the group's cause for independence, or otherwise he would be killed. He refused to pay the money.  At least fifteen other Yugoslav immigrants in the metropolitan area had received similar letters.","The victim was sent a letter, months prior to the incident, demanding he give money towards the Croatian independence cause.",1,Otpor,217
,,8,Irish Republican Army (IRA),603
,,8,Red Brigades,98
,,10,Palestinians,60
,,8,Unknown,98
,,8,Unknown,98
,,8,Unknown,98
,,8,Irish Republican Army (IRA),603
,,10,Palestinians,209
,,5,Communists,205
,,2,Unknown,83
,,3,Unknown,45
,,8,International Anti-Communist Intelligence Service,185
,,4,Tribal Battlefront,101
,,8,Red Brigades,98
,,2,Unknown,83
,,10,Unknown,94
,,10,Palestinians,60
,,8,Irish Republican Army (IRA),603
,,8,Irish Republican Army (IRA),603
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,10,Armenian Secret Army for the Liberation of Armenia,209
,,8,Irish Republican Army (IRA),603
"10/2/1978: In a joint operation, the Macheteros and the Organization of Volunteers for the Puerto Rican Revolution, stole explosives from the public works warehouse in Manati, Puerto Rico.",To steal arms to use in the Macheteros' revolutionary struggle to force the United States out of Puerto Rico.,1,Macheteros,217
,,10,Unknown,209
,,10,Unknown,200
,,8,Basque Fatherland and Freedom (ETA),185
,,1,Unknown,217
,,2,People's Liberation Forces (FPL),61
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Basque Fatherland and Freedom (ETA),185
,,1,Independent Peasants Union,130
"10/04/1978: The Danmarie Cabinet Company, a shop owned by Daniel Nikolic, an American of Croatian descent, was damaged by a firebomb in Chicago, Illinois, United States, by suspected Croatian nationalists after Nikolic refused to contribute to Croatian nationalist funds.  Nikolic claimed he also received a letter similar to that of Anthony Cikoja, who was assassinated a week earlier for the same reasons (197809280007).  Nikolic said the letter was written in Croatian dialect, demanding money. It is unknown whether there were any injuries or fatalities as a result of the bombing.","Nikolic was sent a letter demanding he contribute money to the Croatian nationalist cause, similar to the assassination case of Anthony Cikoja.",1,Otpor,217
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Unknown,69
,,8,Irish Republican Army (IRA),96
,,1,Omega-7,217
,,2,Unknown,83
,,2,Unknown,83
,,1,Omega-7,217
,,1,Omega-7,217
,,1,Omega-7,217
,,10,Unknown,209
,,10,Right-Wing Group,209
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Red Guard,45
,,3,Red Guard,45
,,8,Red Resistance Front,142
,,2,Sandinista National Liberation Front (FSLN),145
,,8,Red Brigades,98
,,3,Che Guevara Brigade,45
,,3,Che Guevara Brigade,45
,,3,Che Guevara Brigade,45
,,2,Unknown,83
,,3,Unknown,222
,,3,Unknown,45
,,3,Unknown,222
,,8,Prima Linea,98
,,2,People's Liberation Forces (FPL),61
,,2,People's Liberation Forces (FPL),61
,,3,Unknown,45
,,2,Guerrilla Army of the Poor (EGP),83
,,8,Irish Republican Army (IRA),603
,,1,Unknown,217
,,1,Omega-7,217
"10/12/1978: Four members of the May 19 Communist Order robbed a Chase Manhattan Bank branch in Manhattan, New York, United States.  $8,380 were stolen. No casualties resulted from this incident.","The May 19 Communist Order consisted of Revolutionary Leftists attempting to ""expropriate"" funds from the establishment in order to improve to the conditions of the poor.  The armed robberies were viewed as a way to procure weapons and safe houses that would be used in the armed struggle against those in power.",1,May 19 Communist Order,217
