summary,motive,region,gname,country
"11/12/1970: An unknown perpetrator, described as long-haired and bearded, threw three firebombs at the West Side Selective Service office in Chicago, Illinois, United States.  There were no casualties but one of the firebombs smashed through the window causing minor damage to the building.",Protest and sabotage the draft,1,Left-Wing Militants,217
,,1,Armed Commandos of Liberation,217
,,1,Armed Commandos of Liberation,217
,,1,Armed Commandos of Liberation,217
,,1,Armed Commandos of Liberation,217
,,3,Argentine Liberation Front (FAL),11
"11/15/1970: Police Officers John B. Horton and George A. Gatchel were beat up by African Americans in St. Petersburg, Florida, United States.  A car driving erratically was used to lure a police patrol car to a parking lot.  When Officers Horton and Gatchel got out of their car, two vehicles filled with ten to fifteen people sped into the lot.  Armed with rocks, bottles, plywood, and sticks the men got out of the car and injured both police officers.  The St. Petersburg Chief of Police  believed that the perpetrators were inspired by the many assaults on policemen by ""revolutionary extremists"" throughout the United States.",To injure police,1,Black Nationalists,217
,,8,Irish Republican Army (IRA),603
"11/18/1970: Self-proclaimed White Revolutionaries threw a firebomb at Officer Bill Detterline's parked police vehicle at his house in St. Petersburg, Florida, United States.  There were no casualties but the police cruiser was destroyed.  The perpetrators left a note saying that they were showing support for their ""Black brothers"" in their struggles against the police and that ""a revolution has started in the sunshine city."" Three days earlier, a group of African Americans attacked two St. Petersburg police officers.","To fight the oppression of African Americans, to attack to police, and to instigate a revolution",1,Left-Wing Militants,217
,,3,Peronist Armed Forces (FAP),11
,,3,Peronist Armed Forces (FAP),11
,,3,Peronist Armed Forces (FAP),11
,,10,Turkish People's Liberation Army,209
,,3,Tupamaros (Uruguay),218
"11/21/1970: Unknown perpetrators bombed a replica of the Liberty Bell that was located behind City Hall in Portland, Oregon, United States.  The blast destroyed the bell, damaged the front doors of City Hall, and shattered windows of buildings in the surrounding area.  A janitor was also injured by flying debris.",,1,Left-Wing Militants,217
"11/21/1970: Unknown perpetrators threw a bomb into the house of L. D. Turner, the chief of security of a TNT manufacturer roiled in a labor dispute.  There were no casualties but Turner's house in Chattanooga, Tennessee, United States sustained extensive damage.",,1,Strikers,217
,,5,Unknown,160
"11/22/1970: John Allen Brown placed a high explosive bomb within the vicinity of the Shore Acre-Snell Isle area of St. Petersburg, Florida, United States.  The bomb failed to explode due to a timing malfunction.  Police believed that Brown might have bombed a police car in St. Petersburg four days earlier.",,1,Left-Wing Militants,217
,,1,Armed Commandos of Liberation,217
,,10,Unknown,209
,,1,Jewish Defense League (JDL),217
,,1,Jewish Defense League (JDL),217
"11/25/1970: An unknown perpetrator placed a bomb in the men's restroom of the gymnasium at the University of California, Berkeley, United States.  The bomb was discovered by a custodian and subsequently disarmed by a military bomb squad.",,1,Student Radicals,217
"11/25/1970: Two days after the Armed Commandos of Liberation bombed the Consulate of the Dominican Republic, unknown perpetrators placed a bomb in the R.O.T.C. building of the University of Puerto Rico in San Juan, Puerto Rico.  The fragmentation device was discovered and removed thirty minutes before it was set to detonate.",Promote Puerto Rican Independence,1,Armed Commandos of Liberation,217
,,3,Tupamaros (Uruguay),218
,,8,Unknown,362
,,3,Tupamaros (Uruguay),218
,,8,Basque Fatherland and Freedom (ETA),185
,,3,Tupamaros (Uruguay),218
,,3,Tupamaros (Uruguay),218
"12/1/1970: Unknown perpetrators bombed Johnson Hall at the University of Oregon in Eugene, Oregon, United States.  There were no casualties but the bomb caused $9,000 in damages.",,1,Student Radicals,217
,,3,Popular Revolutionary Vanguard (VPR),30
,,1,Unknown,217
,,3,Tupamaros (Uruguay),218
,,3,Tupamaros (Uruguay),218
,,1,Armed Revolutionary Independence Movement (MIRA),217
"12/14/1970: Suspected members of the Armed Revolutionary Independence Movement (MIRA) firebombed the Headquarters of the Antipoverty Agency in Bridgeport, Connecticut, United States.  There were no casualties but records involving the Spanish community and food intended for charity were destroyed.",,1,Armed Revolutionary Independence Movement (MIRA),217
,,1,Unknown,217
"12/15/1970: Unknown perpetrators firebombed three offices of the Army R.O.T.C. at the University of Connecticut in Storrs, Connecticut, United States.  There were no casualties and the damages to the offices were modest.  Some military records were lost.",To protest the R.O.T.C. program,1,Student Radicals,217
,,3,Tupamaros (Uruguay),218
,,3,Tupamaros (Uruguay),218
"12/16/1970: Unknown perpetrators threw two firebombs through the front window of a Selective Service office in Hollywood, Florida, United States.  There were no casualties and the building sustained only minor damage.",Protest and sabotage the draft,1,Left-Wing Militants,217
,,3,Tupamaros (Uruguay),218
"12/18/1970: Unknown perpetrators bombed a building that housed the draft board in San Mateo, California, United States.  There were no casualties and it is unknown if the building was damaged.",To protest and sabotage the draft,1,Left-Wing Militants,217
"12/22/1970: A revolutionary leftist bombed National Guard trucks stationed at the Whitefish Bay Armory in Whitefish Bay, Wisconsin, United States.  One truck was damaged but the resulting fire was extinguished before it had a chance to spread to the thirty other vehicles parked at the lot.  There were many other bombings in the Milwaukee, Wisconsin area during this time period.",Protest the national guard and the US military,1,Left-Wing Militants,217
,,8,Irish Republican Extremists,603
,,10,Turkish People's Liberation Army,209
"12/27/1970:  James Palmer Brewer and Randy Gerald Davis placed a bomb wrapped in a paper bag in front of the Army Recruiting Station in College Park, Georgia, United States.  A janitor was injured picking up the bomb and glass windows and doors were shattered.",To protest and sabotage the US Military,1,Left-Wing Militants,217
,,10,Turkish People's Liberation Army,209
,,3,Revolutionary Armed Forces- Argentina (FAR-A),11
,,8,GAC,185
,,8,Socialist Patients' Collective (SPK),362
"12/31/1970: Unknown perpetrators bombed the municipal court building in El Monte, California, United States.  There were no casualties but a door of the building was destroyed and twelve windows were shattered.",,1,Left-Wing Militants,217
"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson.  There were no casualties  but the damages to building were estimated to be $11,000.",To intimidate Julius Chambers from representing causes of the civil rights movement.,1,White extremists,217
,,8,Unknown,362
"1/5/1970: Unknown perpetrators threw a firebomb into an R.O.T.C. office at Claremont Men's College in Claremont, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.",To protest the R.O.T.C. program,1,Student Radicals,217
"1/5/1971:  Unknown perpetrators bombed a military induction center in Oxnard, California, United States.  There were no casualties and it is unknown if the center sustained damages.",Protest the draft and the US military,1,Left-Wing Militants,217
"1/6/1971: Unknown perpetrators threw a firebomb into the Camp Fire Girls Headquarters in Pomona, California, United States.  There were no casualties, however, the building was destroyed causing an estimated $50,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",To protest the Pomona California school system,1,Black Nationalists,217
,,10,Turkish People's Liberation Army,209
,,3,Tupamaros (Uruguay),218
