region,suicide,gname,country
3,0,Cuban Action,11
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
4,0,East Asia Anti Japanese Armed Front,101
4,0,East Asia Anti Japanese Armed Front,101
4,0,East Asia Anti Japanese Armed Front,101
8,0,Unknown,69
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Unknown,185
8,0,Unknown,185
1,0,Neo-Nazi extremists,217
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Soldiers of the Algerian Opposition,362
8,0,Soldiers of the Algerian Opposition,98
8,0,Soldiers of the Algerian Opposition,603
8,0,Unknown,362
1,0,New World Liberation Front (NWLF),217
3,0,National Liberation Army of Colombia (ELN),45
8,0,Protestant extremists,603
8,0,Irish Republican Extremists,603
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
3,0,Unknown,11
1,0,23rd of September Communist League,130
8,0,Ulster Volunteer Force (UVF),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
5,0,Communist Party of Malaysia- Marxist-Leninist,121
5,0,Moro National Liberation Front (MNLF),160
8,0,Breton Liberation Front (FLB),69
8,0,Irish Republican Extremists,603
8,0,Ulster Volunteer Force (UVF),603
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Extremists,603
8,0,Republican Action Force,603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Extremists,603
5,0,Communist Party of Malaysia- Marxist-Leninist,121
8,0,Anti-Terrorism ETA (ATE),185
8,0,Protestant extremists,603
8,0,Anti-Terrorism ETA (ATE),185
1,0,"Weather Underground, Weathermen",217
8,0,Irish Republican Army (IRA),603
1,0,Supporters of Charles Manson,217
8,0,Ulster Volunteer Force (UVF),603
3,0,National Liberation Army of Colombia (ELN),45
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Protestant extremists,603
8,0,Revolutionary Internationalist Solidarity,162
8,0,Revolutionary Internationalist Solidarity,162
8,0,Revolutionary Internationalist Solidarity,162
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
11,0,Eritrean Liberation Front,65
1,0,New World Liberation Front (NWLF),217
1,0,New World Liberation Front (NWLF),217
8,0,Army for Freeing Scotland,603
8,0,Irish Republican Extremists,603
8,0,Unknown,362
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Protestant extremists,603
1,0,George Jackson Brigade,217
8,0,Unknown,78
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Palestinians,185
8,0,Basque Fatherland and Freedom (ETA),69
8,0,Unknown,185
1,0,George Jackson Brigade,217
8,0,Protestant extremists,603
8,0,Unknown,185
8,0,Unknown,185
1,0,White extremists,217
1,0,Left-wing extremists,217
8,0,Army for Freeing Scotland,603
8,0,Irish Republican Army (IRA),603
8,0,Army for Freeing Scotland,603
8,0,Irish Republican Army (IRA),603
4,0,East Asia Anti Japanese Armed Front,101
4,0,East Asia Anti Japanese Armed Front,101
10,0,Unknown,209
8,0,International Revolutionary Action Group (GARI),69
8,0,International Revolutionary Action Group (GARI),69
8,0,International Revolutionary Action Group (GARI),142
8,0,International Revolutionary Action Group (GARI),162
8,0,International Revolutionary Action Group (GARI),199
10,0,International Revolutionary Action Group (GARI),209
8,0,Irish Republican Army (IRA),603
1,0,Unknown,217
8,0,Irish National Liberation Army (INLA),603
3,0,Military Liberation Front of Colombia,45
8,0,Breton Liberation Front (FLB),69
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Irish Republican Army (IRA),603
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Unknown,185
8,0,Unknown,185
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),96
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Popular Front for the Liberation of Palestine (PFLP),110
1,0,United Freedom Front (UFF),217
8,0,Anti-Terrorism ETA (ATE),185
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Montoneros (Argentina),11
8,0,Official Irish Republican Army (OIRA),96
8,0,Unknown,362
8,0,Unknown,185
8,0,Irish Republican Army (IRA),603
1,0,National Front for the Liberation of Cuba (FLNC),217
8,0,Armed Nucleus for Popular Autonomy,69
8,0,Commando 27 September,362
8,0,Revolutionary Cells,362
3,0,Unknown,11
8,0,Revolutionary Patriotic Anti-Fascist Front (FRAP),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
10,0,Palestinians,110
8,0,Irish Republican Army (IRA),603
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Baader-Meinhof Group,69
1,0,National Front for the Liberation of Cuba (FLNC),217
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
1,0,New World Liberation Front (NWLF),217
1,0,New World Liberation Front (NWLF),217
1,0,American Indian Movement,217
1,0,American Indian Movement,217
1,0,American Indian Movement,217
1,0,American Indian Movement,217
8,0,Unknown,69
8,0,Ulster Volunteer Force (UVF),603
4,0,East Asia Anti Japanese Armed Front,101
3,0,Unknown,11
8,0,Baader-Meinhof Group,362
8,0,Unknown,185
8,0,Unknown,362
1,0,Unknown,217
8,0,Ulster Volunteer Force (UVF),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,362
8,0,Revolutionary Cells,362
1,0,Youth of the Star,217
8,0,Justice Commandos for the Armenian Genocide,15
10,0,Palestinians,110
8,0,Irish Republican Army (IRA),603
11,0,Eritrean Liberation Front,65
8,0,Ulster Volunteer Force (UVF),603
8,0,Justice Commandos for the Armenian Genocide,69
3,0,Montoneros (Argentina),11
1,0,Unknown,217
10,0,Palestinians,110
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
10,0,Palestinians,110
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
1,0,Secret Organization Zero,217
1,0,New World Liberation Front (NWLF),217
1,0,New World Liberation Front (NWLF),217
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Irish Republican Army (IRA),603
3,0,Montoneros (Argentina),11
2,0,Guerrilla Army of the Poor (EGP),83
1,0,Unknown,217
3,0,Montoneros (Argentina),11
2,0,People's Revolutionary Army (ERP) (El Salvador),61
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
8,0,Irish Republican Army (IRA),603
5,0,Moro National Liberation Front (MNLF),160
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
8,0,Irish Republican Army (IRA),603
8,0,Unknown,78
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Official Irish Republican Army (OIRA),603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
8,0,Official Irish Republican Army (OIRA),603
10,0,Democratic Front for the Liberation of Palestine (DFLP),97
8,0,Unknown,78
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Anti-Terrorism ETA (ATE),69
8,0,Irish Republican Army (IRA),603
1,0,23rd of September Communist League,130
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,Unknown,130
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Montoneros (Argentina),11
8,0,Irish Republican Army (IRA),603
1,0,National Front for the Liberation of Cuba (FLNC),217
1,0,New World Liberation Front (NWLF),217
1,0,Unknown,130
1,0,Unknown,130
8,0,Ulster Freedom Fighters (UFF),96
8,0,Ulster Volunteer Force (UVF),603
8,0,Unknown,362
8,0,Ulster Volunteer Force (UVF),603
1,0,New World Liberation Front (NWLF),217
8,0,South Moluccans,142
8,0,Irish National Liberation Army (INLA),603
1,0,New World Liberation Front (NWLF),217
1,0,Cuban Exiles,217
1,0,Cuban Exiles,217
1,0,Cuban Exiles,217
1,0,Cuban Exiles,217
1,0,National Integration Front (FIN),217
8,0,South Moluccans,142
8,0,Irish Republican Army (IRA),603
3,0,Unknown,11
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Portuguese Liberation Army,69
8,0,Unknown,362
1,0,White extremists,217
1,0,Cuban Exiles,217
2,0,Guerrilla Army of the Poor (EGP),83
1,0,Unknown,217
1,0,United Freedom Front (UFF),217
8,0,Protestant extremists,603
1,0,Jewish Defense League (JDL),217
1,0,Fuerzas Armadas de Liberacion Nacional (FALN),217
10,0,Armenian Secret Army for the Liberation of Armenia,110
8,0,Official Irish Republican Army (OIRA),603
8,0,Red Hand Commandos,96
8,0,Ulster Volunteer Force (UVF),603
8,0,Unknown,362
11,0,Eritrean Liberation Front,65
8,0,Irish Republican Army (IRA),603
8,0,Popular Front for the Liberation of Palestine (PFLP),15
8,0,Protestant extremists,603
8,0,Unknown,78
1,0,Continental Revolutionary Army,217
8,0,Croatian Nationalists,362
3,0,Montoneros (Argentina),11
3,0,Montoneros (Argentina),11
2,0,Guerrilla Army of the Poor (EGP),83
1,0,New World Liberation Front (NWLF),217
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
1,0,Croatian Nationalists,217
8,0,League of the 18,362
1,0,Croatian Nationalists,217
8,0,Ulster Volunteer Force (UVF),603
10,0,Mujahedin-e Khalq (MEK),94
8,0,Unknown,362
1,0,New World Liberation Front (NWLF),217
8,0,Unknown,362
8,0,Unknown,362
8,0,Protestant extremists,603
1,0,George Jackson Brigade,217
8,0,Irish Republican Extremists,603
1,0,George Jackson Brigade,217
10,0,Armenian Secret Army for the Liberation of Armenia,209
10,0,Armenian Secret Army for the Liberation of Armenia,209
8,0,Unknown,162
8,0,Unknown,362
1,0,Arabs,217
10,0,Polisario Front,136
1,0,23rd of September Communist League,130
10,0,Unknown,6
8,0,Croatian Nationalists,362
3,0,National Liberation Army of Colombia (ELN),45
8,0,Ulster Volunteer Force (UVF),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Republican Action Force,603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
3,0,Unknown,11
8,0,Jewish Defense League (JDL),69
10,0,Popular Front for the Liberation of Palestine (PFLP),97
1,0,New World Liberation Front (NWLF),217
8,0,Ulster Volunteer Force (UVF),603
1,0,New World Liberation Front (NWLF),217
8,0,Basque Fatherland and Freedom (ETA),185
1,0,Unknown,217
3,0,Montoneros (Argentina),11
8,0,Croatian Nationalists,362
8,0,Unknown,185
1,0,Jewish Armed Resistance,217
1,0,Jewish Armed Resistance,217
8,0,Basque Fatherland and Freedom (ETA),185
1,0,New World Liberation Front (NWLF),217
8,0,Irish Republican Army (IRA),603
3,0,Revolutionary Armed Forces of Colombia (FARC),45
1,0,Red Guerilla Family,217
3,0,National Liberation Army of Colombia (ELN),45
8,0,Irish Republican Extremists,603
8,0,Ulster Freedom Fighters (UFF),603
3,0,Unknown,11
3,0,Popular Liberation Army (EPL),45
1,0,Jewish Armed Resistance,217
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Unknown,98
1,0,Unknown,217
10,0,Turkish People's Liberation Army,209
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Extremists,603
1,0,George Jackson Brigade,217
8,0,Protestant extremists,603
10,0,Unknown,209
8,0,Ulster Volunteer Force (UVF),603
8,0,Protestant extremists,603
2,0,Guerrilla Army of the Poor (EGP),83
8,0,Unknown,98
8,0,Irish Republican Extremists,603
10,0,Turkish People's Liberation Army,209
1,0,Unknown,217
8,0,Armed Proletarian Nuclei (NAP),98
11,0,Popular Front for the Liberation of Palestine (PFLP),104
8,0,Irish Republican Extremists,603
3,0,Montoneros (Argentina),11
8,0,Protestant extremists,603
8,0,Protestant extremists,603
8,0,Unknown,162
3,0,Unknown,45
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
1,0,23rd of September Communist League,130
8,0,Irish Republican Army (IRA),96
8,0,Irish Republican Army (IRA),603
10,0,Armenian Secret Army for the Liberation of Armenia,209
10,0,Armenian Secret Army for the Liberation of Armenia,110
1,0,New World Liberation Front (NWLF),217
1,0,New World Liberation Front (NWLF),217
3,0,Montoneros (Argentina),11
1,0,New World Liberation Front (NWLF),217
10,0,Unknown,94
8,0,Front for the Liberation of the French Somali Coast,69
8,0,Unknown,362
1,0,White extremists,217
8,0,International Revolutionary Solidarity,69
8,0,International Revolutionary Solidarity,69
8,0,Irish Republican Army (IRA),603
8,0,Croatian Nationalists,362
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Irish National Liberation Army (INLA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Red Brigades,98
8,0,Unknown,362
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Armed Proletarian Nuclei (NAP),98
3,0,Unknown,222
8,0,Ulster Volunteer Force (UVF),603
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Montoneros (Argentina),11
8,0,New Order- France,69
2,0,Unknown,61
1,0,New World Liberation Front (NWLF),217
2,0,Unknown,17
8,0,Front for the Liberation of the French Somali Coast,69
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,New World Liberation Front (NWLF),217
8,0,Irish Republican Army (IRA),603
11,0,Coup plotters,147
11,0,Unknown,139
8,0,Ulster Freedom Fighters (UFF),603
3,0,National Liberation Army of Colombia (ELN),45
10,0,Armenian Secret Army for the Liberation of Armenia,110
3,0,M-19 (Movement of April 19),45
3,0,Unknown,222
10,0,Armenian Secret Army for the Liberation of Armenia,110
8,0,Ulster Freedom Fighters (UFF),603
10,0,Unknown,209
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
8,0,Ulster Volunteer Force (UVF),603
2,0,Guerrilla Army of the Poor (EGP),83
8,0,Unknown,69
8,0,Unknown,69
8,0,Unknown,69
5,0,New People's Army (NPA),160
3,0,Revolutionary Command,222
8,0,Unknown,69
5,0,New People's Army (NPA),160
1,0,New World Liberation Front (NWLF),217
2,0,Unknown,61
8,0,United Liberation Front for the New Algeria,69
3,0,Montoneros (Argentina),11
8,0,Ulster Volunteer Force (UVF),603
3,0,Montoneros (Argentina),11
8,0,Irish Republican Army (IRA),603
2,0,People's Revolutionary Army (ERP) (El Salvador),61
8,0,Revolutionary People's Struggle (ELA),78
8,0,Revolutionary People's Struggle (ELA),78
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
5,0,Moro National Liberation Front (MNLF),160
8,0,Argentine Anticommunist Alliance (AAA),185
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Basque Fatherland and Freedom (ETA),185
10,0,Unknown,94
4,0,East Asia Anti Japanese Armed Front,101
2,0,Coordination of the United Revolutionary Organization (CORU),49
3,0,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
1,0,Red Guerilla Family,217
1,0,New World Liberation Front (NWLF),217
1,0,Unknown,217
8,0,Ulster Freedom Fighters (UFF),603
8,0,Unknown,69
8,0,Protestant extremists,96
8,0,Unknown,69
1,0,Jewish Armed Resistance,217
1,0,Jewish Armed Resistance,217
8,0,Irish Republican Army (IRA),603
1,0,White extremists,217
2,0,People's Revolutionary Army (ERP) (El Salvador),61
8,0,Protestant extremists,603
8,0,Irish Republican Army (IRA),603
3,0,Montoneros (Argentina),11
8,0,Irish Republican Army (IRA),603
8,0,Irish Republican Army (IRA),603
1,0,New World Liberation Front (NWLF),217
8,0,Ulster Freedom Fighters (UFF),603
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
8,0,Unknown,98
8,0,Basque Fatherland and Freedom (ETA),185
3,0,Montoneros (Argentina),11
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Ulster Volunteer Force (UVF),603
8,0,Basque Fatherland and Freedom (ETA),185
8,0,Ulster Freedom Fighters (UFF),603
8,0,Unknown,162
8,0,Armed Communist Struggle,98
8,0,Unknown,78
1,0,Jewish Armed Resistance,217
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
8,0,First of October Antifascist Resistance Group (GRAPO),185
8,0,Irish Republican Army (IRA),603
3,0,Unknown,11
8,0,Unknown,362
8,0,Unknown,362
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
10,0,Unknown,209
3,0,Unknown,45
10,0,Turkish People's Liberation Army,209
10,0,Turkish People's Liberation Army,209
8,0,Irish Republican Army (IRA),603
10,0,Turkish People's Liberation Army,209
1,0,Unknown,217
8,0,Irish Republican Army (IRA),603
3,0,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),11
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Unknown,78
1,0,Jewish Defense League (JDL),217
8,0,Irish Republican Army (IRA),603
8,0,Basque Fatherland and Freedom (ETA),69
8,0,Basque Fatherland and Freedom (ETA),69
3,0,Unknown,45
1,0,Cuban extremists,217
8,0,Unknown,362
8,0,Unknown,603
1,0,Unknown,217
1,0,Omega-7,217
8,0,Irish Republican Army (IRA),603
8,0,Unknown,362
8,0,Irish Republican Army (IRA),603
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
5,0,Unknown,160
10,0,Unknown,209
8,0,Irish Republican Army (IRA),603
8,0,Protestant extremists,603
8,0,Protestant extremists,603
10,0,Mujahedin-e Khalq (MEK),94
8,0,Unknown,78
8,0,Unknown,78
8,0,Unknown,98
8,0,Unknown,69
8,0,Unknown,69
8,0,Red Brigades,98
8,0,Red Brigades,98
3,0,Montoneros (Argentina),11
8,0,Armed Communist Formations,98
1,0,Unknown,217
1,0,Unknown,217
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
8,0,Armed Communist Formations,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Unknown,98
8,0,Irish Republican Army (IRA),603
11,0,South-West Africa People's Organization (SWAPO),139
8,0,Unknown,185
8,0,Unknown,185
8,0,Unknown,185
8,0,Armed Communist Formations,98
